parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/0/amp,parameter/0/0/0/sigma,parameter/0/1/0/amp,parameter/0/1/0/sigma,parameter/0/1/1/amp,parameter/0/1/1/sigma,parameter/0/2/0/amp,parameter/0/2/0/sigma,parameter/0/2/1/amp,parameter/0/2/1/sigma,parameter/0/2/2/amp,parameter/0/2/2/sigma,parameter/0/3/0/amp,parameter/0/3/0/sigma,parameter/0/3/1/amp,parameter/0/3/1/sigma,parameter/0/3/2/amp,parameter/0/3/2/sigma,parameter/0/3/3/amp,parameter/0/3/3/sigma,parameter/0/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11,created,running,finished
832,0.9846666667,-0.9866666667,0.0393333333,-0.0173333333,0.022,0.0186666667,-0.054,0.0293333333,0.744,-0.7253333333,-0.6586666667,0.6486666667,0.0086666667,-0.03,0.6626666667,-0.6633333333,0.74,-0.7326666667,276,cvkgw2gkmd100082x47g,0.9846666667,+,X,0.113084308,8.4646985188,0.0367444279,6.8780188213,0.2683381664,5.5239422877,0.8520378729,4.084579811,0.4907349911,4.6407281675,0.6279770911,3.1498533679,0.1880809662,2.280678745,0.395448539,1.8958231048,0.4729434606,2.8753977065,0.2261976712,1.0250405166,-0.7108972309,49,-1,,,,,2024-09-15T16:40:43.001534Z,2024-09-15T23:35:44.225Z,2024-09-15T23:57:07.889Z
833,0.9753333333,-0.978,-0.012,0.0053333333,0.0966666667,-0.1026666667,0.044,-0.0773333333,-0.5373333333,0.5006666667,-0.8346666667,0.822,0.0866666667,-0.0866666667,0.8186666667,-0.8293333333,-0.53,0.5253333333,294,cvkgw2gkmd100082x47g,0.9753333333,+,X,0.9807125287,7.334093271,0.8450776403,5.6444486961,0.4308290018,5.5710266755,0.5758775777,3.959942036,0.0550451189,4.6576384423,0.408106173,3.8962174418,0.2634503546,2.473383245,0.1388265275,2.9993201174,0.1649915171,1.0122674078,0.5010220338,1.0473275162,1.7634040696,49,-1,,,,,2024-09-15T16:40:43.001534Z,2024-09-15T23:35:44.225Z,2024-09-15T23:57:07.889Z
834,0.986,-0.9866666667,-0.024,0.0113333333,-0.0266666667,0.0133333333,0.014,0.0053333333,-0.242,0.2953333333,-0.9473333333,0.946,-0.0033333333,0.01,0.9546666667,-0.9473333333,-0.2306666667,0.2386666667,12,cvkgw3g8w2g0008ewme0,0.986,+,X,0.7166982443,7.2577886985,0.5644045068,5.6968270057,0.2917078704,6.7840987232,0.8679954376,4.9834227986,0.0867705667,4.5024771111,0.6606707246,4.5536618323,0.1125899863,2.6301792929,0.8017824,1.8438516103,0.6296633649,2.4896297711,0.5931127831,1.7367531911,0.7037578433,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
835,0.98,-0.9746666667,0.0373333333,-0.0666666667,-0.0133333333,0.0186666667,-0.0626666667,0.064,0.5353333333,-0.5373333333,-0.84,0.822,-0.0373333333,0.036,0.8373333333,-0.852,0.5006666667,-0.5146666667,30,cvkgw3g8w2g0008ewme0,0.98,+,X,0.2442860253,7.6933488142,0.4529580599,5.6608008451,0.1195847337,5.7559183063,0.296023543,4.9787380054,0.5675843359,4.0658822472,0.6855691772,4.0224483982,0.651119443,2.4899416731,0.8741877343,2.3828020448,0.4004980878,1.1711394012,0.1284181645,2.410222137,-1.7214770858,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
836,0.9833333333,-0.98,0.0053333333,0.0206666667,0.006,0.036,-0.018,-0.0006666667,-0.0806666667,0.044,-0.976,0.984,0.014,0.0,0.9813333333,-0.9806666667,-0.0566666667,0.0386666667,48,cvkgw3g8w2g0008ewme0,0.9833333333,+,X,0.3890033581,7.9793987303,0.4189583237,6.389281591,0.7570071594,5.4046655339,0.1763171965,4.4903209897,0.92824468,4.8797808548,0.8670398485,3.7707938142,0.7609768558,2.259490804,0.8289951745,1.8895898482,0.0680982218,2.5881003346,0.159187551,2.7062905038,0.6741907737,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
837,0.982,-0.98,0.0926666667,-0.066,-0.06,0.0793333333,-0.0786666667,0.088,0.016,0.0266666667,-0.9806666667,0.9753333333,-0.0533333333,0.066,0.9833333333,-0.9766666667,0.0226666667,-0.018,66,cvkgw3g8w2g0008ewme0,0.982,+,X,0.6870853592,7.2904475412,0.3335106033,5.8867492567,0.188092855,6.6506775078,0.3157708345,3.0677124051,0.2183324486,3.3228311643,0.7687170916,4.9308968455,0.2644622933,2.4540781408,0.9381901765,2.5583565361,0.7738303383,1.7602945036,0.8774938252,1.7111659604,-1.5532571088,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
838,0.9826666667,-0.9786666667,0.0173333333,-0.0453333333,-0.06,0.0646666667,-0.0553333333,0.016,-0.182,0.1906666667,-0.9633333333,0.9693333333,-0.0393333333,0.016,0.9726666667,-0.9693333333,-0.1726666667,0.178,84,cvkgw3g8w2g0008ewme0,0.9826666667,+,X,0.5122224627,7.3709721997,0.3981219587,5.4063108613,0.602744898,6.4175661269,0.7857473872,3.0855020818,0.7650011453,4.0286121312,0.7287776398,4.6575930766,0.8993818651,1.0792112557,0.9969372064,2.7472263617,0.5214600135,2.6476845703,0.3587586678,2.5135240311,-0.5500407561,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
839,0.9826666667,-0.9766666667,0.0373333333,-0.0306666667,-0.0606666667,0.0413333333,-0.022,0.036,-0.282,0.276,-0.932,0.9386666667,-0.018,0.0186666667,0.9433333333,-0.9306666667,-0.2753333333,0.2806666667,102,cvkgw3g8w2g0008ewme0,0.9826666667,+,X,0.4585953769,7.8413979256,0.8134426217,6.6825527422,0.8716394527,6.3142057229,0.1436928642,4.2142937583,0.175797323,3.2059365916,0.7359960995,3.3411559855,0.4387758388,2.1389902315,0.5767848897,2.6995741826,0.0152183108,2.6742159028,0.8633271643,1.6729406937,-0.2066436323,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
840,0.9773333333,-0.9713333333,-0.056,0.0206666667,0.0586666667,-0.072,0.04,-0.0606666667,-0.39,0.384,-0.884,0.908,0.0726666667,-0.0766666667,0.8993333333,-0.902,-0.358,0.3853333333,120,cvkgw3g8w2g0008ewme0,0.9773333333,+,X,0.7126245321,7.256471307,0.4191008028,5.0798512633,0.9133794511,5.9462765824,0.3671919717,3.0711868596,0.386709959,4.5718944608,0.495450954,4.7557524959,0.3758137893,1.6193263664,0.539738714,2.3608624648,0.9941143585,2.8390164287,0.8517317729,2.2966709445,1.9415207587,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
841,0.9753333333,-0.9833333333,0.0853333333,-0.0753333333,-0.0526666667,0.05,-0.0726666667,0.0493333333,0.2026666667,-0.2093333333,-0.952,0.952,-0.0706666667,0.064,0.968,-0.9646666667,0.196,-0.1773333333,138,cvkgw3g8w2g0008ewme0,0.9753333333,+,X,0.4484658575,7.1219952493,0.1519434367,5.1135226208,0.4397064367,5.0838493836,0.9636603011,3.4591762826,0.8408128983,4.7855861237,0.4745362868,3.2673898246,0.8282150814,2.5436368953,0.7230077623,1.5663831645,0.2522421011,2.7264393267,0.6670749816,2.3576993761,-1.6308170108,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
842,0.964,-0.9613333333,0.1033333333,-0.1033333333,-0.1793333333,0.1693333333,-0.1273333333,0.1026666667,-0.412,0.4266666667,-0.884,0.8966666667,-0.1933333333,0.1813333333,0.9093333333,-0.8826666667,-0.4106666667,0.4046666667,156,cvkgw3g8w2g0008ewme0,0.964,+,X,0.9089374926,7.8103387315,0.2576767461,6.078729761,0.6963818242,6.2403707895,0.2081405542,4.0800027546,0.3432302318,4.3769546498,0.2708428464,3.488567561,0.6794049978,2.4293376846,0.6952935316,1.474549159,0.1773038885,1.4105065145,0.0355498045,1.3421137752,-1.887649085,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
843,0.9726666667,-0.9773333333,0.0786666667,-0.0873333333,-0.1213333333,0.0853333333,-0.088,0.0733333333,-0.1666666667,0.1026666667,-0.9746666667,0.9666666667,-0.0413333333,0.076,0.976,-0.9706666667,-0.12,0.116,174,cvkgw3g8w2g0008ewme0,0.9726666667,+,X,0.8131362746,7.3071439329,0.0836109167,6.8945397722,0.2182260187,5.2323461804,0.4640669422,4.3589987033,0.6723356709,4.6512833781,0.8379375543,4.8770012339,0.8582162194,2.1863748177,0.4502230831,1.1581923251,0.1413999713,2.8411626125,0.6242116216,1.9215345631,-1.5251587443,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
844,0.9846666667,-0.9833333333,0.044,-0.008,-0.022,0.0393333333,-0.022,0.0093333333,0.0346666667,-0.0166666667,-0.986,0.98,-0.034,0.03,0.9773333333,-0.984,0.0273333333,-0.0346666667,192,cvkgw3g8w2g0008ewme0,0.9846666667,+,X,0.1036060077,7.6174680914,0.7808914136,6.5965049281,0.8382026944,6.3836698072,0.5299845319,4.5754883867,0.4501681585,3.501716707,0.9693348382,4.9942009992,0.0362269616,2.3727949613,0.1316952378,1.5388762215,0.9917728328,2.2665454651,0.6657801733,1.2913100496,-0.3404526285,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
845,0.982,-0.9826666667,-0.0366666667,-0.048,0.0026666667,-0.0053333333,0.0086666667,0.0026666667,0.512,-0.4693333333,-0.858,0.85,0.0026666667,0.032,0.8293333333,-0.8606666667,0.4926666667,-0.4893333333,210,cvkgw3g8w2g0008ewme0,0.982,+,X,0.0841645794,8.977387062,0.9950416937,5.9202253276,0.340594481,5.7537688996,0.6112540715,3.7282772075,0.1010172048,3.9919928125,0.1085521861,3.6528631074,0.0842321114,1.4564092226,0.8506642062,1.984887452,0.8104791865,1.4548877756,0.6085760409,1.1097689871,0.7032601382,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
846,0.9806666667,-0.9766666667,0.0186666667,-0.01,-0.0046666667,0.034,-0.0406666667,0.042,0.13,-0.108,-0.9813333333,0.97,-0.048,0.0373333333,0.9746666667,-0.9786666667,0.1146666667,-0.1306666667,228,cvkgw3g8w2g0008ewme0,0.9806666667,+,X,0.3495666649,7.1059332156,0.4552416152,6.1232873697,0.4936345997,5.5635806469,0.8565602098,4.5544873952,0.5625004513,4.8283878937,0.7560912155,4.1643688979,0.564809123,2.9196735568,0.3995833072,2.3891131148,0.208841409,1.7903121432,0.2551014835,2.2582925212,-0.5903665926,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
847,0.9846666667,-0.9786666667,0.0246666667,0.0046666667,-0.0193333333,0.0013333333,-0.0346666667,0.0466666667,0.5246666667,-0.534,-0.8286666667,0.826,-0.046,-0.0006666667,0.8286666667,-0.8193333333,0.5253333333,-0.5353333333,246,cvkgw3g8w2g0008ewme0,0.9846666667,+,X,0.1143178454,8.0780541401,0.2484412851,5.9151511374,0.4680138251,6.9450365071,0.8904576242,4.4345880268,0.3470103536,3.1555164563,0.4828088075,3.6430690079,0.9788365091,2.9285970033,0.2072031799,2.1970728633,0.6643729126,1.0042741863,0.477245869,2.2693593939,-0.7027345004,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
848,0.9726666667,-0.9793333333,-0.0006666667,-0.068,0.006,0.0093333333,-0.038,-0.0053333333,0.1166666667,-0.112,-0.9713333333,0.9653333333,0.0186666667,0.0386666667,0.9826666667,-0.97,0.164,-0.1106666667,264,cvkgw3g8w2g0008ewme0,0.9726666667,+,X,0.1766741138,8.2746596319,0.6974971759,6.8439112523,0.6010777481,6.7106133626,0.3857659876,4.6646690948,0.8684686473,3.9044848955,0.1305302855,4.0637604775,0.7996191865,1.2407545464,0.909052892,2.6327136982,0.9213633923,2.5060837575,0.5563892753,2.9153691183,-0.0606434702,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
849,0.9713333333,-0.974,0.05,-0.0233333333,-0.0226666667,0.0613333333,0.0133333333,0.028,-0.7946666667,0.8033333333,-0.5893333333,0.5746666667,-0.0333333333,0.0546666667,0.576,-0.558,-0.8026666667,0.8046666667,282,cvkgw3g8w2g0008ewme0,0.9713333333,+,X,0.9834057913,7.8771430487,0.5484687984,6.5193359563,0.9082925966,6.5196466211,0.1305057402,3.0472377923,0.4550742143,3.8529347333,0.8794305072,4.0674081534,0.0594978011,2.0961942795,0.8340206163,2.383007409,0.3426368485,2.1586902215,0.5156705869,1.4666928369,-0.0966332691,50,-1,,,,,2024-09-15T16:40:46.738443Z,2024-09-15T23:40:01.088Z,2024-09-16T00:01:25.793Z
850,0.9813333333,-0.978,-0.0046666667,-0.0026666667,-0.0053333333,0.024,-0.0393333333,0.014,0.626,-0.5886666667,-0.764,0.756,-0.0386666667,0.014,0.7813333333,-0.7746666667,0.5873333333,-0.6173333333,0,cvkgw48w5350008xh92g,0.9813333333,+,X,0.0500458985,8.34163402,0.8237958257,5.8334332805,0.4277152717,5.7925315367,0.3142762901,3.5608835821,0.3459896358,3.50922395,0.0119483759,4.3366323057,0.6204374639,2.3172215729,0.0837583615,1.7992559549,0.5386372237,1.5364381489,0.2763115503,2.6715352737,0.5278352353,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
851,0.9806666667,-0.98,-0.0506666667,0.0126666667,0.0213333333,-0.0546666667,0.004,-0.0293333333,0.458,-0.4233333333,-0.8793333333,0.8546666667,0.0013333333,0.008,0.8826666667,-0.874,0.442,-0.45,18,cvkgw48w5350008xh92g,0.9806666667,+,X,0.1392496242,8.9943990253,0.7576860984,5.3966594099,0.5150396301,6.1178353594,0.1668593846,3.6011154439,0.1903380114,3.3896970924,0.4136281582,3.4177019027,0.483653433,1.6305247116,0.461546582,2.9407119352,0.2722815929,2.579881104,0.7883844962,2.6759399504,1.4154951525,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
852,0.9826666667,-0.9866666667,-0.044,0.006,0.022,-0.0273333333,0.0126666667,-0.034,-0.614,0.6066666667,-0.8026666667,0.7786666667,0.062,-0.0786666667,0.76,-0.7913333333,-0.58,0.594,36,cvkgw48w5350008xh92g,0.9826666667,+,X,0.8733785928,7.766324786,0.6150540319,6.4661593244,0.5704089164,5.4087860929,0.3541443681,4.3454294495,0.2740301875,3.4373205817,0.8657849671,4.3687993152,0.2887627734,1.3023050708,0.7296110861,2.7241732563,0.7223139988,1.8654821906,0.9099697345,1.7914076974,1.2343899065,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
853,0.9813333333,-0.9793333333,0.0426666667,-0.0373333333,-0.0193333333,0.0253333333,-0.03,0.0313333333,0.0773333333,-0.1173333333,-0.9766666667,0.9726666667,-0.0466666667,0.0513333333,0.9753333333,-0.976,0.0826666667,-0.1173333333,54,cvkgw48w5350008xh92g,0.9813333333,+,X,0.4960896024,8.9709975349,0.2985870274,6.0161231778,0.3319445646,5.4714554425,0.536350737,4.7137659536,0.4124046979,3.0908146967,0.4411132483,4.4096746496,0.1796660745,2.5198516179,0.0050983923,1.4535933611,0.8268091601,2.3695531138,0.7205187261,2.417467309,-0.664980726,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
854,0.962,-0.958,0.1166666667,-0.0786666667,-0.202,0.2173333333,-0.098,0.08,-0.5873333333,0.582,-0.7653333333,0.7806666667,-0.2033333333,0.166,0.776,-0.7913333333,-0.58,0.5426666667,72,cvkgw48w5350008xh92g,0.962,+,X,0.7839313832,7.7000269014,0.8908176244,6.3515570007,0.4019632636,5.9868837955,0.8179567043,4.5122272941,0.987888883,3.9599427342,0.261821083,4.8737639786,0.5320803733,1.2447191135,0.7033252688,1.7392102937,0.1377150255,2.5915556166,0.1810101655,1.4348363564,-1.8488619308,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
855,0.968,-0.9653333333,0.1326666667,-0.0906666667,-0.162,0.1953333333,-0.1506666667,0.0766666667,-0.5953333333,0.5986666667,-0.8013333333,0.8033333333,-0.184,0.2166666667,0.7906666667,-0.7773333333,-0.5493333333,0.5493333333,90,cvkgw48w5350008xh92g,0.968,+,X,0.9795461452,8.8862662359,0.3158165517,5.5067046775,0.2034336958,5.1022611778,0.3274927985,3.5016568406,0.6730309709,4.686484993,0.8382401597,4.4775291802,0.6678946635,2.091273726,0.3460446876,2.345011273,0.0097159225,1.1552152723,0.0642250836,2.8828843231,-1.711344077,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
856,0.9773333333,-0.9813333333,0.0146666667,-0.0226666667,-0.0373333333,0.032,-0.012,0.034,-0.3533333333,0.3913333333,-0.9126666667,0.908,-0.05,0.066,0.9206666667,-0.9173333333,-0.3586666667,0.334,108,cvkgw48w5350008xh92g,0.9773333333,+,X,0.6817943028,8.2632198822,0.252451868,6.555956882,0.9021195391,6.4043805073,0.4238734303,4.0710627512,0.9215977878,3.0007913193,0.0653429883,3.5192725858,0.0845563209,2.8651513776,0.8418561036,2.8364208521,0.2767935373,1.7879088915,0.0442632465,1.2280731649,-0.2695709795,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
857,0.982,-0.986,0.01,-0.0113333333,-0.0186666667,0.012,-0.0506666667,0.002,-0.5053333333,0.5013333333,-0.8373333333,0.8353333333,-0.0186666667,0.008,0.842,-0.84,-0.4966666667,0.5166666667,126,cvkgw48w5350008xh92g,0.982,+,X,0.7949570418,8.6719136166,0.3054620157,5.5277194901,0.542146395,6.8811385397,0.7721542882,3.3095097956,0.6706529007,3.2922496419,0.7711476895,3.3473733785,0.2495663508,2.2133108417,0.487437818,2.2194812548,0.7871714642,1.0903651403,0.5794788957,1.7718909801,0.2567684803,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
858,0.9833333333,-0.9793333333,0.0033333333,-0.0513333333,-0.056,0.0346666667,-0.034,0.0513333333,-0.436,0.436,-0.8926666667,0.87,-0.026,0.0566666667,0.8946666667,-0.8693333333,-0.422,0.444,144,cvkgw48w5350008xh92g,0.9833333333,+,X,0.8515847984,7.3356133474,0.2682732655,6.0140742848,0.8788445346,5.7088939039,0.2600978002,4.8578392714,0.5496181013,4.3988937398,0.3146262097,3.071019331,0.9283196864,2.2287969227,0.2055769403,1.589748277,0.8560247918,2.1885021346,0.4052390862,2.2085090156,-0.2121833509,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
859,0.9806666667,-0.9846666667,-0.01,0.0306666667,0.0393333333,-0.0386666667,0.072,-0.056,-0.036,0.0326666667,-0.9866666667,0.982,0.0466666667,-0.004,0.9826666667,-0.9846666667,-0.0193333333,0.0046666667,162,cvkgw48w5350008xh92g,0.9806666667,+,X,0.5021142039,8.8709822591,0.5220722706,5.6665776467,0.2189664278,5.7010555127,0.5246012024,3.6447409296,0.2306746763,3.7620273648,0.7743774122,4.1013707359,0.4896767753,2.5242693643,0.8982224647,2.6250429271,0.8812135165,2.0072069615,0.6273247733,1.8840587555,1.6642131541,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
860,0.9773333333,-0.9706666667,-0.0386666667,0.0466666667,0.104,-0.1173333333,0.0853333333,-0.0773333333,-0.6886666667,0.662,-0.7186666667,0.718,0.1006666667,-0.136,0.7113333333,-0.7086666667,-0.6686666667,0.6866666667,180,cvkgw48w5350008xh92g,0.9773333333,+,X,0.940254243,8.8326702465,0.5695409228,6.6370160219,0.3829108359,5.9970036778,0.4061759739,3.2868445333,0.5216817963,4.4118442605,0.4219175884,3.5886546596,0.9269850939,2.0595480438,0.7873727032,1.55177347,0.2426253303,2.7919005226,0.3479811463,2.1330976148,1.8658125673,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
861,0.9713333333,-0.976,-0.0053333333,0.0346666667,0.0786666667,-0.1053333333,0.0326666667,-0.02,-0.7846666667,0.7646666667,-0.5606666667,0.5826666667,0.1026666667,-0.0826666667,0.5873333333,-0.5846666667,-0.768,0.7746666667,198,cvkgw48w5350008xh92g,0.9713333333,+,X,0.9965695418,7.6726237339,0.6672665329,5.2455449774,0.7653653692,6.7264268088,0.1531258343,4.1814589347,0.5223176618,3.870228155,0.9864928497,3.9978279037,0.9920128336,2.1096493799,0.7564816511,1.2953439988,0.3282329398,1.0650793488,0.5071129423,2.1822509734,1.5366054569,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
862,0.9773333333,-0.9813333333,-0.05,0.0293333333,0.0213333333,-0.032,0.008,-0.018,0.002,0.0033333333,-0.98,0.98,0.0293333333,-0.01,0.9786666667,-0.982,0.0013333333,-0.032,216,cvkgw48w5350008xh92g,0.9773333333,+,X,0.7050578701,7.6548639647,0.3125933317,6.0402298454,0.3796039953,5.0826850818,0.0914347476,3.6783232331,0.2578392413,4.2673098365,0.6906326325,3.5775651521,0.4916293867,2.8593523994,0.1774480519,1.3030320555,0.6865073735,2.4608276205,0.3975638836,1.4903163564,1.6388435493,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
863,0.9766666667,-0.9813333333,0.0466666667,-0.0393333333,-0.0466666667,0.0566666667,0.002,0.0393333333,-0.6526666667,0.676,-0.7073333333,0.7126666667,-0.0793333333,0.086,0.6986666667,-0.6926666667,-0.6673333333,0.692,234,cvkgw48w5350008xh92g,0.9766666667,+,X,0.8954899577,7.080150173,0.6550395336,6.6792006259,0.7533059689,5.4101717341,0.6559955321,4.630847237,0.5676798175,3.4682100113,0.9021343719,4.8207638882,0.5991995137,1.366408816,0.2392505648,1.3419452282,0.9042738797,1.4054015511,0.1093048812,1.1853082108,-0.4173337335,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
864,0.974,-0.9773333333,-0.02,0.0166666667,-0.0126666667,-0.0173333333,0.042,0.002,-0.0566666667,0.0606666667,-0.9886666667,0.9746666667,-0.008,0.0,0.9806666667,-0.976,-0.0566666667,0.0646666667,252,cvkgw48w5350008xh92g,0.974,+,X,0.4671875127,8.48223177,0.0328927498,6.5165571923,0.7713949907,6.4968638189,0.9171605541,4.3690834632,0.4050737318,3.0678437073,0.5714728804,4.8814539755,0.09551696,2.0692973778,0.2180893678,2.2485702285,0.9428763405,1.5688695553,0.8559962062,2.1340962618,0.7383641274,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
865,0.9833333333,-0.9846666667,0.0046666667,-0.0146666667,-0.0126666667,-0.0053333333,-0.004,0.0246666667,0.3106666667,-0.3133333333,-0.9333333333,0.9173333333,0.0086666667,0.0246666667,0.934,-0.922,0.3166666667,-0.332,270,cvkgw48w5350008xh92g,0.9833333333,+,X,0.0788230771,7.8232803727,0.9181627017,6.0311426536,0.4484665249,6.7184446311,0.7600016492,4.5020586911,0.7815165204,3.5784006541,0.1385610206,4.1387245351,0.3408269184,1.7430658247,0.9054747189,1.6415532766,0.7727177165,1.3924776332,0.0091510501,2.7119278047,-0.1272557488,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
866,0.9813333333,-0.9873333333,-0.02,0.0093333333,0.0006666667,-0.0106666667,0.012,0.0,-0.3206666667,0.2733333333,-0.9266666667,0.9206666667,-0.0066666667,-0.004,0.9326666667,-0.9326666667,-0.3273333333,0.3086666667,288,cvkgw48w5350008xh92g,0.9813333333,+,X,0.8429404733,7.7687222483,0.163671689,6.8648644646,0.6040062409,6.753704283,0.5811964469,3.0117105532,0.5048479685,3.0032374987,0.0964443474,4.3383746608,0.8977578055,2.6951636697,0.0323264545,2.8097337327,0.7203515399,2.3624367595,0.397463388,1.2080249074,0.4665137457,51,-1,,,,,2024-09-15T16:40:49.788398Z,2024-09-15T23:44:18.803Z,2024-09-16T00:05:42.572Z
867,0.972,-0.9673333333,0.048,-0.0653333333,-0.14,0.1133333333,-0.0866666667,0.1273333333,-0.2826666667,0.274,-0.9446666667,0.9346666667,-0.1273333333,0.094,0.9426666667,-0.934,-0.2513333333,0.23,6,cvkgw50z17rg008dp5wg,0.972,+,X,0.6806967625,7.1368123343,0.1631536126,6.2973742953,0.7119998767,6.8525750805,0.6334196119,4.8934342731,0.2836135419,3.4599839037,0.9870657771,3.9457375367,0.4013857001,2.1657608637,0.2255775802,2.1407655969,0.2124123568,2.6502387597,0.8762398811,2.9184419329,-1.9978938805,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
868,0.9866666667,-0.984,0.0126666667,-0.0186666667,-0.032,-0.012,0.042,-0.0066666667,0.3473333333,-0.3446666667,-0.9246666667,0.92,-0.026,0.0086666667,0.926,-0.9346666667,0.3426666667,-0.364,24,cvkgw50z17rg008dp5wg,0.9866666667,+,X,0.0120506957,7.3403030355,0.8111500465,6.147998744,0.7315209799,5.4398731064,0.4283284071,3.9419233442,0.9982060298,4.8102476469,0.0257491693,4.06553924,0.9254024235,1.0766143409,0.8459276123,2.9586420721,0.4915097532,1.6991074386,0.3421034301,1.2132462431,1.5027808755,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
869,0.976,-0.9726666667,0.0813333333,-0.0633333333,-0.128,0.104,-0.0793333333,0.0513333333,-0.2413333333,0.28,-0.952,0.9486666667,-0.1,0.0973333333,0.942,-0.9426666667,-0.2573333333,0.2406666667,42,cvkgw50z17rg008dp5wg,0.976,+,X,0.4634824529,8.8085787233,0.4372950227,5.7041325876,0.5137025116,6.7491454703,0.8529672275,4.9194394367,0.2254814607,3.9924290311,0.9218710803,4.069135676,0.2647854863,2.7083150677,0.9848277394,2.6508404074,0.9618826528,2.9927777683,0.7083661288,2.6076431142,-1.9830903025,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
