parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/amp,parameter/0/0/sigma,parameter/0/0/beta,parameter/1/0/amp,parameter/1/0/sigma,parameter/1/0/beta,parameter/1/1/amp,parameter/1/1/sigma,parameter/1/1/beta,parameter/2/0/amp,parameter/2/0/sigma,parameter/2/0/beta,parameter/2/1/amp,parameter/2/1/sigma,parameter/2/1/beta,parameter/2/2/amp,parameter/2/2/sigma,parameter/2/2/beta,parameter/3/0/amp,parameter/3/0/sigma,parameter/3/0/beta,parameter/3/1/amp,parameter/3/1/sigma,parameter/3/1/beta,parameter/3/2/amp,parameter/3/2/sigma,parameter/3/2/beta,parameter/3/3/amp,parameter/3/3/sigma,parameter/3/3/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11
491,0.9513333333,-0.936,-0.124,0.0993333333,0.1313333333,-0.1193333333,0.1273333333,-0.128,0.1853333333,-0.1766666667,-0.9273333333,0.9273333333,0.0746666667,-0.07,0.95,-0.9213333333,0.2313333333,-0.2393333333,138,crs81szgd8qg008rfcg0,0.9513333333,+,X,0.8105530427,7.5635306189,1.75810172,0.127509379,5.8479143762,0.6113726443,0.4722179671,5.4481749547,1.3086068934,0.9521118524,3.3606292051,-1.8174424539,0.8878582431,4.9370380514,-0.6199736912,0.0108813129,4.4966547849,-0.5400434763,0.4199393549,1.1907848375,-0.5412475681,0.0929356647,1.70708644,1.9119048534,0.3898272154,1.7391429825,1.6822917906,0.5764747903,1.7965741415,-0.2602259043,29,8838,47.0,68.0,2880.0,5.0
492,0.954,-0.942,-0.0206666667,0.0686666667,0.1866666667,-0.1633333333,0.0633333333,-0.0713333333,-0.69,0.6806666667,-0.64,0.6873333333,0.1606666667,-0.1593333333,0.664,-0.6553333333,-0.6586666667,0.682,156,crs81szgd8qg008rfcg0,0.954,+,X,0.8102257644,8.6666905014,-1.2265588601,0.8543139555,6.8542513156,1.5137595472,0.9978289148,5.0972521622,-1.7739183838,0.9353712798,3.5581888908,-0.5508175411,0.6427408866,4.3536032251,-0.3263009208,0.4426922767,4.4648011878,-0.364837685,0.4157001226,1.9287208194,-0.4614589795,0.5586413936,2.1456771943,-1.2289407781,0.0454352231,2.9613922699,-1.1529616447,0.0249238526,2.0637740203,0.6839195841,29,8856,50.0,60.0,2881.0,9.0
493,0.9673333333,-0.95,-0.044,0.074,0.0293333333,0.008,0.0493333333,-0.0526666667,0.5453333333,-0.5233333333,-0.7673333333,0.812,0.052,-0.0206666667,0.8253333333,-0.7906666667,0.5353333333,-0.5333333333,174,crs81szgd8qg008rfcg0,0.9673333333,+,X,0.51277545,7.2018200862,-1.3789569721,0.8046406652,5.770670029,1.9773875999,0.5179269372,6.4611350413,1.1617199949,0.3101475377,4.8106784536,0.2569430232,0.2061769119,3.9633342198,0.9614084611,0.0311453195,3.6879672882,1.2690761101,0.5103711984,2.2832364368,0.2476255621,0.2559395614,2.1944073632,1.2107662212,0.5885909119,1.7475185738,1.1953433463,0.4852386404,2.0596030312,1.5294742009,29,8874,42.0,46.0,2909.0,3.0
494,0.97,-0.9466666667,0.0326666667,0.0286666667,0.026,-0.0173333333,0.018,0.0266666667,0.638,-0.634,-0.6853333333,0.7366666667,-0.0046666667,0.0226666667,0.7306666667,-0.712,0.672,-0.64,192,crs81szgd8qg008rfcg0,0.97,+,X,0.1761306335,8.360694006,-1.595548478,0.763617729,5.1945636705,-1.9998690965,0.5729798236,6.8828756598,1.0868727189,0.6545800508,4.4881527231,-1.7389496829,0.8125606909,4.3699485845,0.2517705559,0.3984242645,3.8539822944,-0.7342107202,0.0705228731,1.8264450382,-0.7903707138,0.1267212627,2.1728989611,-0.7662425243,0.6477570644,1.0628500569,1.780682777,0.3014924694,2.107386028,-0.1858907633,29,8892,41.0,40.0,2914.0,5.0
495,0.978,-0.9466666667,0.0306666667,0.006,0.0233333333,0.026,0.0026666667,0.0173333333,0.96,-0.932,-0.148,0.1946666667,0.036,-0.0146666667,0.1686666667,-0.1513333333,0.9613333333,-0.9313333333,210,crs81szgd8qg008rfcg0,0.978,+,X,0.1685530401,7.5867799281,-1.2240280309,0.0437104318,6.9282346772,-1.2503408539,0.1208744144,6.4969090924,-0.2450206866,0.2356035234,3.615362076,-1.3467230473,0.2362176819,3.8964258997,-0.8926370596,0.5866053205,4.1918154157,0.4223914178,0.2126079376,2.188804575,-0.7239935169,0.7310016006,1.8201436345,-1.9851892754,0.0210260982,2.2414018707,-1.094934285,0.6794445716,1.2366580064,1.9225073709,29,8910,43.0,29.0,2924.0,4.0
496,0.9726666667,-0.95,0.0246666667,0.042,-0.0173333333,-0.0066666667,0.02,-0.016,0.936,-0.9073333333,-0.296,0.314,0.0246666667,0.038,0.3106666667,-0.2533333333,0.93,-0.9153333333,228,crs81szgd8qg008rfcg0,0.9726666667,+,X,0.2190327446,8.5471219239,-1.6807979452,0.0606404734,5.640577485,-0.5424550012,0.6371238952,5.3657663452,1.459858821,0.0328616939,3.4276556895,1.3544151822,0.0312727,3.2046578298,0.5853854197,0.3060024845,3.7488531979,-1.8213340168,0.0929256794,1.2639844975,1.4222517195,0.2448295058,1.4442474152,1.6945662925,0.0783745897,1.0477648413,1.5432180951,0.229093886,2.1353742877,1.9560835324,29,8928,41.0,39.0,2918.0,2.0
497,0.936,-0.902,-0.0893333333,0.0966666667,0.286,-0.2633333333,0.2073333333,-0.2193333333,-0.4713333333,0.456,-0.7886666667,0.82,0.2513333333,-0.238,0.846,-0.8366666667,-0.4,0.43,246,crs81szgd8qg008rfcg0,0.936,+,X,0.8688237632,8.741377767,1.8051196235,0.7496535089,5.7225888177,-0.9499354431,0.4823047433,6.1671180055,0.9172704929,0.8072415299,3.5794522167,1.2188374265,0.7637136999,4.9584254555,-1.5310810267,0.7984291101,4.2061422128,0.7384015965,0.31751806,2.5755061424,0.0094951133,0.8044169221,1.6454754871,1.0138953768,0.9547963147,2.2529728718,0.7536625039,0.5968791249,2.4911064134,1.8817475617,29,8946,44.0,90.0,2860.0,6.0
498,0.9693333333,-0.9513333333,-0.0486666667,0.0833333333,0.0546666667,-0.0046666667,0.0473333333,-0.0493333333,0.4713333333,-0.4333333333,-0.834,0.8366666667,0.0653333333,-0.0333333333,0.8706666667,-0.8273333333,0.5,-0.4486666667,264,crs81szgd8qg008rfcg0,0.9693333333,+,X,0.4171237479,8.9173555556,0.6558600683,0.3992138517,5.943590701,0.4931812697,0.9409329775,5.2157598073,1.6559017302,0.4931996061,4.2684203031,-0.1716719019,0.6614427102,4.5520871889,0.4638306042,0.5317176617,3.8916741264,0.4304520436,0.0424175956,1.2441360613,-0.6708318565,0.4746901971,1.3459435205,-0.8233143114,0.0123131704,2.0203847229,1.2595214907,0.7547446803,2.1598801918,-0.4648632805,29,8964,47.0,35.0,2907.0,11.0
499,0.9706666667,-0.9453333333,-0.0053333333,0.024,0.124,-0.0906666667,0.088,-0.09,0.0266666667,-0.004,-0.9473333333,0.9666666667,0.0566666667,-0.012,0.976,-0.9486666667,0.0466666667,-0.0186666667,282,crs81szgd8qg008rfcg0,0.9706666667,+,X,0.5991347259,7.6549761794,-1.7882782261,0.0438888932,5.881864963,1.0778900492,0.8102907439,6.923163251,0.7646428657,0.9999758589,3.9572905452,-0.7685819769,0.8560729845,4.9095313362,-0.408491536,0.822564763,4.1382982009,1.7308084757,0.5444410909,2.6932683505,1.5968991239,0.4678688388,2.9207249338,-1.373281346,0.487867874,1.364967962,-1.9675927738,0.6911466425,2.3017672809,-1.3275692789,29,8982,51.0,37.0,2905.0,7.0
500,0.942,-0.9226666667,-0.0746666667,0.118,0.1573333333,-0.1366666667,0.144,-0.078,-0.3686666667,0.3973333333,-0.8893333333,0.902,0.1393333333,-0.1526666667,0.8786666667,-0.8773333333,-0.2926666667,0.3486666667,0,crs81tfy7jt0008zzj8g,0.942,+,X,0.8489086989,7.984020338,0.6961980544,0.4046872708,6.2991225691,-1.8405663966,0.855611525,5.4736584729,-1.9513743421,0.8214295357,4.5517336545,0.2111348666,0.1809692335,4.0513706255,-0.7224556301,0.7131034797,3.0230064957,-0.8310436335,0.5826058219,1.4480477192,1.4330611776,0.9881623684,1.9835389972,1.7875994744,0.710185913,1.6411456352,-0.3592212864,0.7778430793,1.9214405121,1.3315244199,30,9000,40.0,82.0,2873.0,5.0
501,0.9693333333,-0.958,-0.0366666667,0.0313333333,0.0266666667,0.0046666667,0.0613333333,-0.0506666667,0.4833333333,-0.4846666667,-0.826,0.8453333333,0.04,0.002,0.83,-0.81,0.524,-0.4726666667,18,crs81tfy7jt0008zzj8g,0.9693333333,+,X,0.2227705728,7.3776674291,-1.2308743927,0.8095892983,5.9001179049,0.0987489307,0.5069089531,6.4697413079,1.1604632633,0.7127043173,4.6737198271,1.4975403692,0.8749319599,3.3838292738,0.3800258722,0.9381413099,3.2024302652,1.555123355,0.9962908137,1.5691954519,-1.4913399187,0.5066505151,1.0826549594,0.2267849995,0.0605801107,1.0619698744,-1.4918892797,0.1474351824,1.3572442414,-1.8077097004,30,9018,42.0,33.0,2912.0,13.0
502,0.976,-0.9506666667,-0.016,-0.0166666667,0.0413333333,-0.0133333333,0.042,0.0086666667,0.6853333333,-0.6593333333,-0.664,0.6706666667,0.0273333333,0.0246666667,0.698,-0.6726666667,0.7106666667,-0.6646666667,36,crs81tfy7jt0008zzj8g,0.976,+,X,0.2351983813,7.5191793548,0.4505864772,0.9527934941,6.5216680769,-1.1278615526,0.0071565094,6.4136247155,0.5400449149,0.03841272,4.273550261,0.2573032574,0.1177910259,4.497294514,1.8240994157,0.5979545668,4.5608838785,-0.9433793273,0.7441305417,1.6571006573,0.9409537721,0.6597601144,1.6707398587,1.1251939409,0.5262935536,1.6514091658,-0.0052935835,0.2527410188,2.9067885435,-0.4239571608,30,9036,42.0,34.0,2922.0,2.0
503,0.974,-0.9426666667,-0.0266666667,0.0213333333,0.016,-0.0026666667,0.0226666667,-0.0593333333,0.548,-0.5626666667,-0.766,0.7946666667,0.0446666667,0.0113333333,0.806,-0.78,0.5573333333,-0.5713333333,54,crs81tfy7jt0008zzj8g,0.974,+,X,0.1946318904,8.9098381202,-0.7728890647,0.718904425,6.6994628797,0.3816907171,0.7280215922,6.0930865606,1.4191413042,0.3176519194,3.8509315321,0.2290462593,0.7287112542,4.6190510275,-0.8317556273,0.4741151505,3.925082863,0.6944442726,0.3169378667,2.6582244355,-0.3565626729,0.1832278237,2.0500156745,1.8169253928,0.6663969429,1.5424054664,1.4748751924,0.8062505969,2.2564872739,0.1616491174,30,9054,46.0,32.0,2915.0,7.0
504,0.964,-0.9393333333,-0.0433333333,0.0553333333,0.1566666667,-0.1346666667,0.172,-0.088,-0.3186666667,0.3113333333,-0.888,0.9153333333,0.1166666667,-0.092,0.902,-0.8933333333,-0.2873333333,0.3486666667,72,crs81tfy7jt0008zzj8g,0.964,+,X,0.7604940314,8.3800350427,-0.1946929962,0.9619496708,6.1043023537,-1.0434988496,0.3200807351,6.3423379563,0.4156937566,0.7935956826,4.4037450336,0.6299398685,0.6278180136,3.6138816896,0.6801092963,0.763919734,4.0484344831,-0.8742305127,0.336684257,2.2882466729,-1.1600124031,0.9979478484,1.8397287469,0.9237838201,0.3215919101,1.9326183263,1.7527608756,0.2964512593,2.0566426995,-0.1636767738,30,9072,42.0,50.0,2904.0,4.0
505,0.966,-0.9186666667,-0.08,0.128,0.15,-0.114,0.1566666667,-0.118,0.0,0.0686666667,-0.9426666667,0.974,0.104,-0.068,0.9646666667,-0.936,0.014,0.016,90,crs81tfy7jt0008zzj8g,0.966,+,X,0.8098255666,8.2922657781,0.6594795413,0.1434125103,5.5739595756,-0.1254232739,0.7261924393,6.4662048865,-0.4217327662,0.2000974899,3.3401269618,0.1529146642,0.5233713395,4.9430155031,1.5968240963,0.6205443715,3.7916496735,-1.7262168176,0.8859381183,1.9237366584,0.6307422547,0.055412175,2.5550425683,0.0940969216,0.3498605682,1.6809708798,-0.5512149794,0.6050202081,1.6861900368,-0.3114236234,30,9090,47.0,50.0,2902.0,1.0
506,0.9426666667,-0.9333333333,-0.05,0.0713333333,0.1526666667,-0.102,0.128,-0.104,-0.3993333333,0.4426666667,-0.8426666667,0.872,0.1113333333,-0.1226666667,0.87,-0.8473333333,-0.406,0.4,108,crs81tfy7jt0008zzj8g,0.9426666667,+,X,0.6826141641,7.9091571185,-1.3825163367,0.9942764156,5.9040035276,-0.4799860341,0.8013931032,6.392292021,1.5200617337,0.9640007395,4.4901239035,1.8588149882,0.5363142736,3.6808482458,-1.8452150232,0.4333060472,4.8816825756,0.9171861447,0.0854226922,2.7310174214,-0.8608538384,0.5397661097,2.8148105982,-1.3686872567,0.7233080848,1.328921206,1.5805961909,0.2998553346,1.4540785206,-1.8820800517,30,9108,58.0,74.0,2856.0,12.0
507,0.9673333333,-0.93,-0.0633333333,0.086,0.1126666667,-0.0453333333,0.032,-0.0546666667,0.0113333333,0.026,-0.9466666667,0.9666666667,0.096,-0.066,0.966,-0.9473333333,0.054,0.0073333333,126,crs81tfy7jt0008zzj8g,0.9673333333,+,X,0.589738318,7.3260048243,-1.9918834111,0.9119393176,6.2514842632,1.3040216884,0.841717338,5.2182924554,-0.2189101062,0.491935305,4.9156620834,-0.046126757,0.450827744,4.7379200747,-1.7944634304,0.4075464265,4.5017145705,0.56323399,0.4364720423,2.5124976945,-0.9125422008,0.7929875907,2.5190391529,-0.6681893541,0.3175462361,2.7064625925,-1.4379227728,0.301234041,2.885113739,1.044939459,30,9126,36.0,42.0,2915.0,7.0
508,0.97,-0.9413333333,-0.07,0.0746666667,0.0873333333,-0.0666666667,0.0666666667,-0.044,0.2313333333,-0.2413333333,-0.9233333333,0.9333333333,0.0586666667,-0.0326666667,0.9366666667,-0.9153333333,0.2573333333,-0.2146666667,144,crs81tfy7jt0008zzj8g,0.97,+,X,0.4044927894,8.2986073322,-1.6537599667,0.3557722738,5.6728784424,1.8581325243,0.9466868868,6.6577018735,0.0709421812,0.6155945738,3.3749303764,1.634600517,0.9916794817,4.225116943,0.8698056675,0.5648317741,4.7169967815,-0.7639840912,0.1266994864,1.2396224872,1.2306518769,0.4241097893,1.8242605319,-0.7608217055,0.6483605008,2.9831723476,-1.0907847521,0.7170712143,2.3969558004,-1.974163747,30,9144,68.0,33.0,2887.0,12.0
509,0.9653333333,-0.9446666667,-0.02,0.0246666667,0.0986666667,-0.1046666667,0.06,-0.086,-0.2886666667,0.2693333333,-0.9126666667,0.9146666667,0.0753333333,-0.0826666667,0.93,-0.9126666667,-0.2646666667,0.2826666667,162,crs81tfy7jt0008zzj8g,0.9653333333,+,X,0.5824957846,7.5304822524,0.6375429222,0.9946645322,5.0388803361,-1.6969116715,0.9974634868,6.2626245928,-1.3125524575,0.6497485787,3.2717409172,-0.2755161606,0.6980474394,3.1134008741,0.545450042,0.4924438516,4.1871854275,0.0219626228,0.8191487825,1.2932056402,-1.144233965,0.4017830648,2.6230198543,-0.0541711657,0.6411897264,2.3324053684,0.502052207,0.5422571657,1.6749254151,-0.3270632059,30,9162,36.0,44.0,2912.0,8.0
510,0.9753333333,-0.9513333333,0.0166666667,0.0853333333,0.026,0.0153333333,0.0506666667,-0.02,0.3906666667,-0.3866666667,-0.89,0.884,0.078,-0.0126666667,0.8986666667,-0.862,0.4093333333,-0.3673333333,180,crs81tfy7jt0008zzj8g,0.9753333333,+,X,0.5571726257,8.5149913406,-0.5044454867,0.7366600448,5.6821783907,-0.9172392929,0.6218760593,5.3335053527,-1.5049993397,0.1951163235,4.6201056079,1.8677927261,0.2602234918,4.6755803284,0.5364204174,0.2760354354,3.1695403422,0.4010077018,0.5354596071,2.7680937691,-1.8469898025,0.7935702887,2.8816258744,0.7897484034,0.1625893873,1.0060485849,-0.2860258817,0.9069337704,2.1229321943,0.1228130508,30,9180,29.0,35.0,2934.0,2.0
511,0.9546666667,-0.916,-0.0493333333,0.072,0.1853333333,-0.1953333333,0.1613333333,-0.114,-0.3186666667,0.328,-0.854,0.896,0.132,-0.0993333333,0.91,-0.8993333333,-0.3066666667,0.3113333333,198,crs81tfy7jt0008zzj8g,0.9546666667,+,X,0.8227834017,8.4486463221,0.786568688,0.9029589151,5.5598156902,-1.7091239627,0.3443266528,6.451051735,1.5601193198,0.6038561078,4.3006596647,-0.1211613352,0.2954504115,3.4590051896,-1.3041287362,0.7680977998,3.6616821473,0.4144103062,0.7897294984,1.1451023859,-1.4389940108,0.5690801552,2.294905285,-1.9349431615,0.6376363132,1.7841358834,-1.7843383952,0.9288871854,2.3250092001,-1.5387673691,30,9198,40.0,61.0,2892.0,7.0
512,0.9793333333,-0.952,-0.0186666667,0.0313333333,0.064,-0.0113333333,0.0533333333,-0.0426666667,0.062,-0.034,-0.9473333333,0.9726666667,0.036,-0.014,0.9733333333,-0.9386666667,0.0866666667,-0.0686666667,216,crs81tfy7jt0008zzj8g,0.9793333333,+,X,0.8534076445,7.3610432607,-1.8808349682,0.0859185045,5.0607469394,1.4862592683,0.6992821729,5.7952141242,-1.4088257891,0.5571758733,4.3369148232,-1.4358777155,0.3287218663,4.0506041309,1.5369826073,0.2798926574,3.9790958307,-1.1154201208,0.9729916681,1.958021767,-0.7598452531,0.593695901,1.7535634104,1.2357638422,0.3059588228,1.2416888356,0.9545340066,0.610705277,1.1107213172,1.1243205912,30,9216,49.0,26.0,2920.0,5.0
513,0.96,-0.946,-0.038,0.0946666667,0.0993333333,-0.0733333333,0.1033333333,-0.106,0.0733333333,-0.0606666667,-0.9446666667,0.964,0.074,-0.0686666667,0.966,-0.9426666667,0.1273333333,-0.0553333333,234,crs81tfy7jt0008zzj8g,0.96,+,X,0.7483829602,7.7714051819,-0.1536832199,0.1499185087,6.6867962115,1.2124208689,0.5998049028,5.9222582956,1.1425295656,0.856564213,4.4601945374,0.5366788997,0.8897391509,3.968048854,-0.2610964051,0.6464678357,4.4448910915,1.3675738453,0.0434645129,2.8182785456,-1.6144856367,0.7972231283,1.1515822874,1.7013825274,0.1386984714,1.4869853186,0.0095685512,0.0218659659,2.8866950012,-1.9825395008,30,9234,38.0,52.0,2902.0,8.0
514,0.9746666667,-0.9526666667,-0.0133333333,0.0686666667,0.0433333333,-0.008,0.0446666667,-0.014,0.3886666667,-0.3886666667,-0.8393333333,0.8773333333,0.0186666667,-0.0226666667,0.8866666667,-0.8693333333,0.422,-0.4306666667,252,crs81tfy7jt0008zzj8g,0.9746666667,+,X,0.6411346407,8.4911577462,-0.9875954424,0.2545704133,6.7143943538,-1.0747907247,0.66884516,6.7568673115,1.0329643834,0.5340092927,3.5325778402,-1.8121750638,0.0063279174,3.8357941699,-0.7051016751,0.2864171849,3.257588363,0.4358599697,0.0075338434,1.8813064667,0.4409078154,0.4131030952,2.4364875064,0.4123410004,0.4981595119,1.4703922978,-0.0434983743,0.661862046,2.5504440911,-1.8870614779,30,9252,42.0,38.0,2920.0,0.0
515,0.9753333333,-0.9453333333,0.0086666667,0.0233333333,0.0286666667,-0.0193333333,0.048,0.012,0.658,-0.6346666667,-0.7106666667,0.7206666667,0.046,0.0206666667,0.7453333333,-0.6973333333,0.6153333333,-0.5933333333,270,crs81tfy7jt0008zzj8g,0.9753333333,+,X,0.2797012796,7.2521163128,1.1197854781,0.6794368129,5.1214631307,-0.2977839388,0.8298250696,5.0081581733,0.0820166287,0.4340006872,4.7288347996,0.5000801851,0.1839972827,3.1060519002,1.7316027314,0.4410209035,4.1298066885,1.9532837485,0.9752407653,1.2292763284,-1.5733795375,0.633968857,1.5206248409,-1.069348763,0.9283304478,1.6776246281,-1.0227403794,0.4317478196,2.0039052278,0.2077096385,30,9270,38.0,33.0,2925.0,4.0
516,0.9593333333,-0.944,0.0193333333,0.008,0.084,-0.0146666667,0.0513333333,-0.0086666667,-0.122,0.1466666667,-0.936,0.9613333333,0.0613333333,-0.0353333333,0.958,-0.926,-0.0893333333,0.1066666667,288,crs81tfy7jt0008zzj8g,0.9593333333,+,X,0.850452639,8.4444885245,-1.7652311479,0.2983488366,5.5791608143,1.4337363523,0.462295872,5.069603944,0.6082754484,0.7821812145,4.3513939435,0.3890752642,0.472574191,4.499872682,-1.3769913366,0.7137998871,3.8074856332,-0.5921871818,0.7829104263,2.8559465033,-0.7296439464,0.9207663984,2.4179713534,-1.8330533687,0.4774163096,1.0792188929,0.1064324144,0.0582714682,2.2098296801,-1.6680237949,30,9288,35.0,57.0,2904.0,4.0
517,0.9706666667,-0.9486666667,-0.0113333333,0.074,0.0666666667,-0.0386666667,0.0506666667,-0.0493333333,0.2926666667,-0.2833333333,-0.912,0.9266666667,0.0533333333,-0.0146666667,0.928,-0.9053333333,0.2953333333,-0.268,6,crs81tzgd8qg008rfcgg,0.9706666667,+,X,0.0242426954,7.1272765621,0.5491723628,0.9720629294,6.1466102865,-0.6451911949,0.8732615679,5.7336131404,1.8330800056,0.617736822,3.8251424954,0.6664354149,0.4327375565,4.744981707,1.1920132083,0.7540683179,4.3961752378,-0.9178051942,0.9542184435,1.4540434641,1.4435694606,0.5825681081,1.1339714557,1.4066936304,0.1355643047,2.326534569,-0.4973544828,0.2347146969,2.6578688841,0.7087391881,31,9306,57.0,38.0,2899.0,6.0
518,0.9726666667,-0.9473333333,-0.0413333333,0.048,0.0553333333,-0.0573333333,0.0566666667,-0.0286666667,0.402,-0.3806666667,-0.872,0.8826666667,0.002,0.0013333333,0.886,-0.86,0.398,-0.3706666667,24,crs81tzgd8qg008rfcgg,0.9726666667,+,X,0.1183865203,8.4354690723,-0.8306870215,0.9264292542,6.7562890313,-0.2649680615,0.6930866194,6.1515551529,0.4162941242,0.9315063832,4.3960970324,-0.183563205,0.2626875375,3.2599056382,-0.8666217291,0.4575457973,4.7564278891,1.3368435259,0.2095095016,2.9876650768,-1.7618156095,0.4543167038,1.58184657,-0.4918853969,0.9925425426,1.212875574,1.9880222506,0.1728180103,2.2584930533,0.2703306112,31,9324,39.0,36.0,2920.0,5.0
519,0.974,-0.9526666667,0.014,0.02,0.0133333333,0.0126666667,0.018,0.0113333333,0.632,-0.564,-0.73,0.7373333333,0.0346666667,0.0113333333,0.77,-0.7313333333,0.6026666667,-0.604,42,crs81tzgd8qg008rfcgg,0.974,+,X,0.4653738392,7.4734216399,-1.7922917957,0.6214750747,6.5842904207,-1.1078348228,0.1163819546,6.4777144904,-0.6483177422,0.4046153133,3.6517373478,0.4861297197,0.3663859943,4.463839934,0.9706727824,0.915597268,4.3207005215,0.1131392952,0.6906850789,1.1356456124,1.2096822142,0.8742604135,2.6776130376,0.1362630483,0.4380973286,2.6308693615,0.0266626452,0.4220878993,2.6927090418,0.8187048836,31,9342,37.0,38.0,2924.0,1.0
520,0.968,-0.9426666667,-0.0126666667,0.0466666667,0.0093333333,0.0046666667,0.0313333333,0.004,0.696,-0.7,-0.6486666667,0.66,0.0113333333,-0.004,0.674,-0.6773333333,0.7,-0.6893333333,60,crs81tzgd8qg008rfcgg,0.968,+,X,0.1751546622,8.0043008352,0.4275123513,0.2868302793,6.3867195862,-0.109338985,0.7764873155,5.7345151553,-1.2559401872,0.1473871009,4.6840638648,0.2081155393,0.5537540159,4.0786154825,-0.3349187765,0.9855947529,3.814192643,1.2754766557,0.8114711083,1.676851584,0.7057340662,0.0836970683,1.8606931874,-0.9442131283,0.849545926,2.9297865208,1.0411387755,0.5669588562,1.1807464021,-1.1607144781,31,9360,36.0,36.0,2916.0,12.0
521,0.976,-0.9433333333,-0.0373333333,0.042,0.048,-0.0153333333,0.0693333333,-0.052,0.4253333333,-0.4593333333,-0.8273333333,0.8513333333,0.0546666667,-0.0246666667,0.8773333333,-0.8413333333,0.4493333333,-0.4193333333,78,crs81tzgd8qg008rfcgg,0.976,+,X,0.2934464468,7.8542748995,-0.3378673299,0.6823207249,6.2497707669,1.5468905729,0.6513163903,6.0516893942,-0.5831394633,0.5223323843,4.5520414583,0.9635241572,0.7560500607,4.5961343313,0.4859288782,0.9336352346,4.7493657562,1.8346891391,0.6396490794,1.6307684566,-1.7803302824,0.5158241984,2.6665099964,0.3929735534,0.0943777909,2.9001257033,-1.4370668481,0.3355313505,1.5613797159,-1.2099329935,31,9378,39.0,31.0,2925.0,5.0
522,0.9713333333,-0.942,-0.0386666667,0.074,0.05,-0.006,0.0546666667,-0.0153333333,0.512,-0.4766666667,-0.804,0.8106666667,0.0473333333,0.0086666667,0.834,-0.812,0.5426666667,-0.5046666667,96,crs81tzgd8qg008rfcgg,0.9713333333,+,X,0.4277638071,8.9920612982,1.1407081334,0.3894236317,5.2617035964,1.6585339729,0.6457458754,6.0937282362,0.1721556359,0.8614064938,3.2526185925,-0.1775889452,0.8717479514,3.8409097663,1.2646087893,0.2963542327,4.5947519567,0.7788819018,0.8695057444,2.2885906208,0.3079105861,0.7546226273,2.3319496105,1.7611820169,0.4821013253,1.4807487726,-0.6608245404,0.2144666927,1.1438701594,-0.8852611294,31,9396,33.0,38.0,2924.0,5.0
523,0.9713333333,-0.9493333333,-0.0386666667,0.0526666667,0.0213333333,-0.004,0.0573333333,0.0113333333,0.6913333333,-0.706,-0.6666666667,0.6513333333,0.0153333333,0.0173333333,0.7093333333,-0.654,0.7326666667,-0.704,114,crs81tzgd8qg008rfcgg,0.9713333333,+,X,0.2361392044,7.284135831,-0.2624263545,0.1612240173,6.586313237,1.9343161377,0.6067093732,6.1377355755,0.773575885,0.6062775322,3.7970101933,0.5565212104,0.9041253223,4.1171902663,-1.261998756,0.9650528693,3.1750914902,1.3755927042,0.5609191689,1.6894413496,-1.3979009039,0.1195301833,2.2478483236,1.9529583741,0.6375137925,1.0037950983,1.2971974466,0.7935892263,2.4070275616,0.5269140904,31,9414,48.0,38.0,2909.0,5.0
524,0.97,-0.954,0.0046666667,0.0266666667,0.0133333333,0.0193333333,0.024,0.0446666667,0.9213333333,-0.8953333333,-0.286,0.3253333333,0.0293333333,0.032,0.3393333333,-0.2646666667,0.9226666667,-0.8946666667,132,crs81tzgd8qg008rfcgg,0.97,+,X,0.007300988,7.3263464972,1.1396528207,0.4850666166,6.1936925139,-1.2600343842,0.3323198524,6.2169762367,-0.9216310626,0.004826177,4.6051244749,1.8028925099,0.5443753394,3.2904894431,-0.2436104761,0.1621156164,4.5401490631,-1.4072241652,0.3694039647,2.2758614953,-0.9204445048,0.2065621116,1.3540731055,1.3984521064,0.6889595347,1.1853645377,-0.5986752839,0.8419794705,2.4965290655,1.1675901671,31,9432,49.0,43.0,2906.0,2.0
525,0.9726666667,-0.95,-0.01,0.0113333333,0.012,-0.0053333333,0.0306666667,0.0013333333,0.666,-0.644,-0.66,0.7073333333,0.0146666667,-0.002,0.7293333333,-0.708,0.6766666667,-0.6773333333,150,crs81tzgd8qg008rfcgg,0.9726666667,+,X,0.57564248,7.8455212785,-1.3655632878,0.1117039591,5.5079691763,0.7619741436,0.3582367827,5.9399864834,1.6426708173,0.716081688,4.329010271,-0.9177203053,0.4525160852,3.1752447845,0.0566269246,0.4301782339,3.8378085225,-0.5754180944,0.6125547759,1.0423424453,0.210566858,0.6949860213,2.9860937918,-0.9958453287,0.2524361303,1.1957822847,-1.5029090756,0.0678652998,1.212944264,-1.4973407186,31,9450,38.0,36.0,2921.0,5.0
